route_id,distance,trip_id,name
bus_route_562,8.464861962162718,bus_trip_0003949612023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949642023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949652023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949662023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949672023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949682023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949692023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949702023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949712023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949722023091120240611,A
bus_route_562,8.464861962162718,bus_trip_0003949732023091120240611,A
bus_route_563,7.587147182869382,bus_trip_0003949742023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949752023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949772023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949802023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949812023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949822023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949832023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949842023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949852023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949862023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949872023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949882023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949892023091120240611,B
bus_route_563,6.23809321697285,bus_trip_0003949902023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949942023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949952023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949962023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949972023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949982023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003949992023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003950002023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003950012023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003950022023091120240611,B
bus_route_563,13.245915176339889,bus_trip_0003950032023091120240611,B
bus_route_563,6.23809321697285,bus_trip_0003950042023091120240611,B
bus_route_578,17.64301461632679,bus_trip_0003950072023091120240611,1
bus_route_578,13.440442226389035,bus_trip_0003950092023091120240611,1
bus_route_578,15.661145367262229,bus_trip_0003950102023091120240611,1
bus_route_578,13.440442226389035,bus_trip_0003950112023091120240611,1
bus_route_578,13.440442226389035,bus_trip_0003950122023091120240611,1
bus_route_578,13.911410006817134,bus_trip_0003950132023091120240611,1
bus_route_578,13.440442226389035,bus_trip_0003950142023091120240611,1
bus_route_578,13.440442226389035,bus_trip_0003950152023091120240611,1
bus_route_578,16.38685324494822,bus_trip_0003950162023091120240611,1
bus_route_578,13.440442226389035,bus_trip_0003950172023091120240611,1
bus_route_578,13.440442226389035,bus_trip_0003950182023091120240611,1
bus_route_578,12.021101904664347,bus_trip_0003950192023091120240611,1
bus_route_578,13.177367844150986,bus_trip_0003950202023091120240611,1
bus_route_578,8.904922889977323,bus_trip_0003950212023091120240611,1
bus_route_578,13.177367844150986,bus_trip_0003950222023091120240611,1
